"Plot","Nutrient","Extract","Type","Year","val","Biomass","val.g"
81,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1004.29,1.31
81,"Potassium","ad","p.Root0.30cm",2017,0.0034,1004.29,3.41
81,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1004.29,1.31
81,"Calcium","ad","p.Root0.30cm",2017,0.0089,1004.29,8.94
82,"Nitrogen","ad","p.Abv",2017,0.0104,284.02,2.95
82,"Phosphorus","ad","p.Abv",2017,0.0017,284.02,0.48
82,"Potassium","ad","p.Abv",2017,0.0134,284.02,3.81
82,"Magnesium","ad","p.Abv",2017,0.0024,284.02,0.68
82,"Calcium","ad","p.Abv",2017,0.0102,284.02,2.9
82,"Nitrogen","ad","p.Root0.30cm",2017,0.0056,797.78,4.47
82,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,797.78,0.96
82,"Potassium","ad","p.Root0.30cm",2017,0.0031,797.78,2.47
82,"Magnesium","ad","p.Root0.30cm",2017,0.001,797.78,0.8
82,"Calcium","ad","p.Root0.30cm",2017,0.0058,797.78,4.63
83,"Nitrogen","ad","p.Abv",2017,0.0194,86.73,1.68
83,"Phosphorus","ad","p.Abv",2017,0.0041,86.73,0.36
83,"Potassium","ad","p.Abv",2017,0.0121,86.73,1.05
83,"Magnesium","ad","p.Abv",2017,0.0049,86.73,0.42
83,"Calcium","ad","p.Abv",2017,0.0102,86.73,0.88
83,"Nitrogen","ad","p.Root0.30cm",2017,0.0118,251.99,2.97
83,"Phosphorus","ad","p.Root0.30cm",2017,0.0019,251.99,0.48
83,"Potassium","ad","p.Root0.30cm",2017,0.0028,251.99,0.71
83,"Magnesium","ad","p.Root0.30cm",2017,0.0018,251.99,0.45
83,"Calcium","ad","p.Root0.30cm",2017,0.009,251.99,2.27
87,"Nitrogen","ad","p.Abv",2017,0.0095,56.93,0.54
87,"Phosphorus","ad","p.Abv",2017,0.0016,56.93,0.09
87,"Potassium","ad","p.Abv",2017,0.0061,56.93,0.35
87,"Magnesium","ad","p.Abv",2017,0.0018,56.93,0.1
87,"Calcium","ad","p.Abv",2017,0.0054,56.93,0.31
87,"Nitrogen","ad","p.Root0.30cm",2017,0.0059,333.27,1.97
87,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,333.27,0.43
87,"Potassium","ad","p.Root0.30cm",2017,0.0031,333.27,1.03
87,"Magnesium","ad","p.Root0.30cm",2017,0.0013,333.27,0.43
87,"Calcium","ad","p.Root0.30cm",2017,0.005,333.27,1.67
89,"Nitrogen","ad","p.Abv",2017,0.0119,315.49,3.75
89,"Phosphorus","ad","p.Abv",2017,0.002,315.49,0.63
89,"Potassium","ad","p.Abv",2017,0.0113,315.49,3.57
89,"Magnesium","ad","p.Abv",2017,0.0024,315.49,0.76
89,"Calcium","ad","p.Abv",2017,0.0103,315.49,3.25
89,"Nitrogen","ad","p.Root0.30cm",2017,0.007,1043.25,7.3
89,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,1043.25,1.25
89,"Potassium","ad","p.Root0.30cm",2017,0.0034,1043.25,3.55
89,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1043.25,1.56
89,"Calcium","ad","p.Root0.30cm",2017,0.0074,1043.25,7.72
92,"Nitrogen","ad","p.Abv",2017,0.0093,99.94,0.93
92,"Phosphorus","ad","p.Abv",2017,0.0018,99.94,0.18
92,"Potassium","ad","p.Abv",2017,0.0091,99.94,0.91
92,"Magnesium","ad","p.Abv",2017,0.0017,99.94,0.17
92,"Calcium","ad","p.Abv",2017,0.0064,99.94,0.64
92,"Nitrogen","ad","p.Root0.30cm",2017,0.0042,643.99,2.7
92,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,643.99,0.77
92,"Potassium","ad","p.Root0.30cm",2017,0.0028,643.99,1.8
92,"Magnesium","ad","p.Root0.30cm",2017,0.0012,643.99,0.77
92,"Calcium","ad","p.Root0.30cm",2017,0.0055,643.99,3.54
93,"Nitrogen","ad","p.Abv",2017,0.0147,285.88,4.2
93,"Phosphorus","ad","p.Abv",2017,0.0025,285.88,0.71
93,"Potassium","ad","p.Abv",2017,0.0093,285.88,2.66
93,"Magnesium","ad","p.Abv",2017,0.0027,285.88,0.77
93,"Calcium","ad","p.Abv",2017,0.0125,285.88,3.57
93,"Nitrogen","ad","p.Root0.30cm",2017,0.0095,1166.69,11.08
93,"Phosphorus","ad","p.Root0.30cm",2017,0.0018,1166.69,2.1
93,"Potassium","ad","p.Root0.30cm",2017,0.0036,1166.69,4.2
93,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1166.69,1.75
93,"Calcium","ad","p.Root0.30cm",2017,0.0165,1166.69,19.25
94,"Nitrogen","ad","p.Abv",2017,0.0187,110.87,2.07
94,"Phosphorus","ad","p.Abv",2017,0.0021,110.87,0.23
94,"Potassium","ad","p.Abv",2017,0.0051,110.87,0.57
94,"Magnesium","ad","p.Abv",2017,0.0025,110.87,0.28
94,"Calcium","ad","p.Abv",2017,0.0113,110.87,1.25
94,"Nitrogen","ad","p.Root0.30cm",2017,0.0152,354.87,5.39
94,"Phosphorus","ad","p.Root0.30cm",2017,0.0025,354.87,0.89
94,"Potassium","ad","p.Root0.30cm",2017,0.0037,354.87,1.31
94,"Magnesium","ad","p.Root0.30cm",2017,0.0021,354.87,0.75
94,"Calcium","ad","p.Root0.30cm",2017,0.0114,354.87,4.05
98,"Nitrogen","ad","p.Abv",2017,0.0095,212,2.01
98,"Phosphorus","ad","p.Abv",2017,0.0024,212,0.51
98,"Potassium","ad","p.Abv",2017,0.0105,212,2.23
98,"Magnesium","ad","p.Abv",2017,0.0022,212,0.47
98,"Calcium","ad","p.Abv",2017,0.0068,212,1.44
98,"Nitrogen","ad","p.Root0.30cm",2017,0.0052,1444.81,7.51
98,"Phosphorus","ad","p.Root0.30cm",2017,0.001,1444.81,1.44
98,"Potassium","ad","p.Root0.30cm",2017,0.0036,1444.81,5.2
98,"Magnesium","ad","p.Root0.30cm",2017,0.0012,1444.81,1.73
98,"Calcium","ad","p.Root0.30cm",2017,0.0046,1444.81,6.65
104,"Nitrogen","ad","p.Abv",2017,0.0124,232.8,2.89
104,"Phosphorus","ad","p.Abv",2017,0.002,232.8,0.47
104,"Potassium","ad","p.Abv",2017,0.0096,232.8,2.23
104,"Magnesium","ad","p.Abv",2017,0.0023,232.8,0.54
104,"Calcium","ad","p.Abv",2017,0.0102,232.8,2.37
104,"Nitrogen","ad","p.Root0.30cm",2017,0.0099,1083,10.72
104,"Phosphorus","ad","p.Root0.30cm",2017,0.0019,1083,2.06
104,"Potassium","ad","p.Root0.30cm",2017,0.0048,1083,5.2
104,"Magnesium","ad","p.Root0.30cm",2017,0.0017,1083,1.84
104,"Calcium","ad","p.Root0.30cm",2017,0.0168,1083,18.19
107,"Nitrogen","ad","p.Abv",2017,0.0111,272.53,3.03
107,"Phosphorus","ad","p.Abv",2017,0.0018,272.53,0.49
107,"Potassium","ad","p.Abv",2017,0.0103,272.53,2.81
107,"Magnesium","ad","p.Abv",2017,0.0022,272.53,0.6
107,"Calcium","ad","p.Abv",2017,0.0086,272.53,2.34
107,"Nitrogen","ad","p.Root0.30cm",2017,0.0067,1078.78,7.23
107,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1078.78,1.4
107,"Potassium","ad","p.Root0.30cm",2017,0.0033,1078.78,3.56
107,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1078.78,1.62
107,"Calcium","ad","p.Root0.30cm",2017,0.0066,1078.78,7.12
108,"Nitrogen","ad","p.Abv",2017,0.0112,402.23,4.5
108,"Phosphorus","ad","p.Abv",2017,0.0021,402.23,0.84
108,"Potassium","ad","p.Abv",2017,0.0134,402.23,5.39
108,"Magnesium","ad","p.Abv",2017,0.0026,402.23,1.05
108,"Calcium","ad","p.Abv",2017,0.0107,402.23,4.3
108,"Nitrogen","ad","p.Root0.30cm",2017,0.0065,1550.43,10.08
108,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1550.43,2.02
108,"Potassium","ad","p.Root0.30cm",2017,0.0045,1550.43,6.98
108,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1550.43,2.02
108,"Calcium","ad","p.Root0.30cm",2017,0.0065,1550.43,10.08
109,"Nitrogen","ad","p.Abv",2017,0.0096,64.68,0.62
109,"Phosphorus","ad","p.Abv",2017,0.0023,64.68,0.15
109,"Potassium","ad","p.Abv",2017,0.0082,64.68,0.53
109,"Magnesium","ad","p.Abv",2017,0.002,64.68,0.13
109,"Calcium","ad","p.Abv",2017,0.0065,64.68,0.42
109,"Nitrogen","ad","p.Root0.30cm",2017,0.0031,674.69,2.09
109,"Phosphorus","ad","p.Root0.30cm",2017,8e-04,674.69,0.54
109,"Potassium","ad","p.Root0.30cm",2017,0.0019,674.69,1.28
109,"Magnesium","ad","p.Root0.30cm",2017,9e-04,674.69,0.61
109,"Calcium","ad","p.Root0.30cm",2017,0.0031,674.69,2.09
110,"Nitrogen","ad","p.Abv",2017,0.0105,256.84,2.7
110,"Phosphorus","ad","p.Abv",2017,0.0018,256.84,0.46
110,"Potassium","ad","p.Abv",2017,0.0092,256.84,2.36
110,"Magnesium","ad","p.Abv",2017,0.0021,256.84,0.54
110,"Calcium","ad","p.Abv",2017,0.0067,256.84,1.72
110,"Nitrogen","ad","p.Root0.30cm",2017,0.0059,1178.57,6.95
110,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,1178.57,1.41
110,"Potassium","ad","p.Root0.30cm",2017,0.0037,1178.57,4.36
110,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1178.57,1.53
110,"Calcium","ad","p.Root0.30cm",2017,0.0052,1178.57,6.13
111,"Nitrogen","ad","p.Abv",2017,0.0113,339.88,3.84
111,"Phosphorus","ad","p.Abv",2017,0.0015,339.88,0.51
111,"Potassium","ad","p.Abv",2017,0.011,339.88,3.74
111,"Magnesium","ad","p.Abv",2017,0.0026,339.88,0.88
111,"Calcium","ad","p.Abv",2017,0.0118,339.88,4.01
111,"Nitrogen","ad","p.Root0.30cm",2017,0.0096,627.38,6.02
111,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,627.38,0.88
111,"Potassium","ad","p.Root0.30cm",2017,0.0044,627.38,2.76
111,"Magnesium","ad","p.Root0.30cm",2017,0.0017,627.38,1.07
111,"Calcium","ad","p.Root0.30cm",2017,0.0094,627.38,5.9
115,"Nitrogen","ad","p.Abv",2017,0.0068,139.54,0.95
115,"Phosphorus","ad","p.Abv",2017,0.0018,139.54,0.25
115,"Potassium","ad","p.Abv",2017,0.0085,139.54,1.19
115,"Magnesium","ad","p.Abv",2017,0.002,139.54,0.28
115,"Calcium","ad","p.Abv",2017,0.0066,139.54,0.92
115,"Nitrogen","ad","p.Root0.30cm",2017,0.0056,875.05,4.9
115,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,875.05,1.05
115,"Potassium","ad","p.Root0.30cm",2017,0.003,875.05,2.63
115,"Magnesium","ad","p.Root0.30cm",2017,0.0013,875.05,1.14
115,"Calcium","ad","p.Root0.30cm",2017,0.0042,875.05,3.68
117,"Nitrogen","ad","p.Abv",2017,0.0143,65.82,0.94
117,"Phosphorus","ad","p.Abv",2017,0.0023,65.82,0.15
117,"Potassium","ad","p.Abv",2017,0.0072,65.82,0.47
117,"Magnesium","ad","p.Abv",2017,0.0023,65.82,0.15
117,"Calcium","ad","p.Abv",2017,0.0091,65.82,0.6
117,"Nitrogen","ad","p.Root0.30cm",2017,0.0084,523.93,4.4
117,"Phosphorus","ad","p.Root0.30cm",2017,0.0021,523.93,1.1
117,"Potassium","ad","p.Root0.30cm",2017,0.0048,523.93,2.51
117,"Magnesium","ad","p.Root0.30cm",2017,0.0019,523.93,1
117,"Calcium","ad","p.Root0.30cm",2017,0.0073,523.93,3.82
118,"Nitrogen","ad","p.Abv",2017,0.0096,150.34,1.44
118,"Phosphorus","ad","p.Abv",2017,0.0017,150.34,0.26
118,"Potassium","ad","p.Abv",2017,0.0081,150.34,1.22
118,"Magnesium","ad","p.Abv",2017,0.0024,150.34,0.36
118,"Calcium","ad","p.Abv",2017,0.0101,150.34,1.52
118,"Nitrogen","ad","p.Root0.30cm",2017,0.0059,840.81,4.96
118,"Phosphorus","ad","p.Root0.30cm",2017,8e-04,840.81,0.67
118,"Potassium","ad","p.Root0.30cm",2017,0.0023,840.81,1.93
118,"Magnesium","ad","p.Root0.30cm",2017,0.0012,840.81,1.01
118,"Calcium","ad","p.Root0.30cm",2017,0.0078,840.81,6.56
125,"Nitrogen","ad","p.Abv",2017,0.0104,205.82,2.14
125,"Phosphorus","ad","p.Abv",2017,0.0023,205.82,0.47
125,"Potassium","ad","p.Abv",2017,0.0101,205.82,2.08
125,"Magnesium","ad","p.Abv",2017,0.0028,205.82,0.58
125,"Calcium","ad","p.Abv",2017,0.0101,205.82,2.08
125,"Nitrogen","ad","p.Root0.30cm",2017,0.0091,982.16,8.94
125,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,982.16,1.08
125,"Potassium","ad","p.Root0.30cm",2017,0.0023,982.16,2.26
125,"Magnesium","ad","p.Root0.30cm",2017,0.0013,982.16,1.28
125,"Calcium","ad","p.Root0.30cm",2017,0.014,982.16,13.75
129,"Nitrogen","ad","p.Abv",2017,0.0083,165.02,1.37
129,"Phosphorus","ad","p.Abv",2017,0.001,165.02,0.17
129,"Potassium","ad","p.Abv",2017,0.0135,165.02,2.23
129,"Magnesium","ad","p.Abv",2017,0.0048,165.02,0.79
129,"Calcium","ad","p.Abv",2017,0.0122,165.02,2.01
129,"Nitrogen","ad","p.Root0.30cm",2017,0.0038,1448.54,5.5
129,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,1448.54,1.59
129,"Potassium","ad","p.Root0.30cm",2017,0.0068,1448.54,9.85
129,"Magnesium","ad","p.Root0.30cm",2017,0.0019,1448.54,2.75
129,"Calcium","ad","p.Root0.30cm",2017,0.0083,1448.54,12.02
130,"Nitrogen","ad","p.Abv",2017,0.0103,244.33,2.52
130,"Phosphorus","ad","p.Abv",2017,0.0015,244.33,0.37
130,"Potassium","ad","p.Abv",2017,0.013,244.33,3.18
130,"Magnesium","ad","p.Abv",2017,0.0033,244.33,0.81
130,"Calcium","ad","p.Abv",2017,0.0133,244.33,3.25
130,"Nitrogen","ad","p.Root0.30cm",2017,0.0081,1296.2,10.5
130,"Phosphorus","ad","p.Root0.30cm",2017,0.0016,1296.2,2.07
130,"Potassium","ad","p.Root0.30cm",2017,0.0035,1296.2,4.54
130,"Magnesium","ad","p.Root0.30cm",2017,0.0017,1296.2,2.2
130,"Calcium","ad","p.Root0.30cm",2017,0.0126,1296.2,16.33
133,"Nitrogen","ad","p.Abv",2017,0.0093,219.65,2.04
133,"Phosphorus","ad","p.Abv",2017,0.0017,219.65,0.37
133,"Potassium","ad","p.Abv",2017,0.0096,219.65,2.11
133,"Magnesium","ad","p.Abv",2017,0.0034,219.65,0.75
133,"Calcium","ad","p.Abv",2017,0.0121,219.65,2.66
133,"Nitrogen","ad","p.Root0.30cm",2017,0.0086,950.97,8.18
133,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,950.97,1.24
133,"Potassium","ad","p.Root0.30cm",2017,0.0034,950.97,3.23
133,"Magnesium","ad","p.Root0.30cm",2017,0.0016,950.97,1.52
133,"Calcium","ad","p.Root0.30cm",2017,0.0104,950.97,9.89
135,"Nitrogen","ad","p.Abv",2017,0.0082,79.49,0.65
135,"Phosphorus","ad","p.Abv",2017,0.0022,79.49,0.17
135,"Potassium","ad","p.Abv",2017,0.0088,79.49,0.7
135,"Magnesium","ad","p.Abv",2017,0.002,79.49,0.16
135,"Calcium","ad","p.Abv",2017,0.0051,79.49,0.41
135,"Nitrogen","ad","p.Root0.30cm",2017,0.0042,722.69,3.04
135,"Phosphorus","ad","p.Root0.30cm",2017,0.001,722.69,0.72
135,"Potassium","ad","p.Root0.30cm",2017,0.0021,722.69,1.52
135,"Magnesium","ad","p.Root0.30cm",2017,0.0011,722.69,0.79
135,"Calcium","ad","p.Root0.30cm",2017,0.0048,722.69,3.47
136,"Nitrogen","ad","p.Abv",2017,0.0094,253.03,2.38
136,"Phosphorus","ad","p.Abv",2017,0.0023,253.03,0.58
136,"Potassium","ad","p.Abv",2017,0.012,253.03,3.04
136,"Magnesium","ad","p.Abv",2017,0.0025,253.03,0.63
136,"Calcium","ad","p.Abv",2017,0.0097,253.03,2.45
136,"Nitrogen","ad","p.Root0.30cm",2017,0.0078,1211.66,9.45
136,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1211.66,1.7
136,"Potassium","ad","p.Root0.30cm",2017,0.0038,1211.66,4.6
136,"Magnesium","ad","p.Root0.30cm",2017,0.0016,1211.66,1.94
136,"Calcium","ad","p.Root0.30cm",2017,0.0097,1211.66,11.75
137,"Nitrogen","ad","p.Abv",2017,0.0162,276.24,4.48
137,"Phosphorus","ad","p.Abv",2017,0.0024,276.24,0.66
137,"Potassium","ad","p.Abv",2017,0.0068,276.24,1.88
137,"Magnesium","ad","p.Abv",2017,0.0025,276.24,0.69
137,"Calcium","ad","p.Abv",2017,0.0123,276.24,3.4
137,"Nitrogen","ad","p.Root0.30cm",2017,0.01,998.82,9.99
137,"Phosphorus","ad","p.Root0.30cm",2017,0.003,998.82,3
137,"Potassium","ad","p.Root0.30cm",2017,0.0025,998.82,2.5
137,"Magnesium","ad","p.Root0.30cm",2017,0.003,998.82,3
137,"Calcium","ad","p.Root0.30cm",2017,0.0081,998.82,8.09
138,"Nitrogen","ad","p.Abv",2017,0.0083,166.39,1.38
138,"Phosphorus","ad","p.Abv",2017,0.0014,166.39,0.23
138,"Potassium","ad","p.Abv",2017,0.0089,166.39,1.48
138,"Magnesium","ad","p.Abv",2017,0.0045,166.39,0.75
138,"Calcium","ad","p.Abv",2017,0.0102,166.39,1.7
138,"Nitrogen","ad","p.Root0.30cm",2017,0.0057,700.4,3.99
138,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,700.4,1.05
138,"Potassium","ad","p.Root0.30cm",2017,0.0049,700.4,3.43
138,"Magnesium","ad","p.Root0.30cm",2017,0.0019,700.4,1.33
138,"Calcium","ad","p.Root0.30cm",2017,0.0072,700.4,5.04
139,"Nitrogen","ad","p.Abv",2017,0.0102,269.62,2.75
139,"Phosphorus","ad","p.Abv",2017,0.0019,269.62,0.51
139,"Potassium","ad","p.Abv",2017,0.0094,269.62,2.53
139,"Magnesium","ad","p.Abv",2017,0.0018,269.62,0.49
139,"Calcium","ad","p.Abv",2017,0.0054,269.62,1.46
139,"Nitrogen","ad","p.Root0.30cm",2017,0.0097,1072.98,10.41
139,"Phosphorus","ad","p.Root0.30cm",2017,0.0016,1072.98,1.72
139,"Potassium","ad","p.Root0.30cm",2017,0.0034,1072.98,3.65
139,"Magnesium","ad","p.Root0.30cm",2017,0.0014,1072.98,1.5
139,"Calcium","ad","p.Root0.30cm",2017,0.0084,1072.98,9.01
142,"Nitrogen","ad","p.Abv",2017,0.0113,74.97,0.85
142,"Phosphorus","ad","p.Abv",2017,0.0024,74.97,0.18
142,"Potassium","ad","p.Abv",2017,0.0093,74.97,0.7
142,"Magnesium","ad","p.Abv",2017,0.0019,74.97,0.14
142,"Calcium","ad","p.Abv",2017,0.0051,74.97,0.38
142,"Nitrogen","ad","p.Root0.30cm",2017,0.0121,334.82,4.05
142,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,334.82,0.5
142,"Potassium","ad","p.Root0.30cm",2017,0.0025,334.82,0.84
142,"Magnesium","ad","p.Root0.30cm",2017,0.0016,334.82,0.54
142,"Calcium","ad","p.Root0.30cm",2017,0.0077,334.82,2.58
146,"Nitrogen","ad","p.Abv",2017,0.0084,297.78,2.5
146,"Phosphorus","ad","p.Abv",2017,0.0018,297.78,0.54
146,"Potassium","ad","p.Abv",2017,0.0106,297.78,3.16
146,"Magnesium","ad","p.Abv",2017,0.0024,297.78,0.71
146,"Calcium","ad","p.Abv",2017,0.011,297.78,3.28
146,"Nitrogen","ad","p.Root0.30cm",2017,0.0039,1291.68,5.04
146,"Phosphorus","ad","p.Root0.30cm",2017,0.001,1291.68,1.29
146,"Potassium","ad","p.Root0.30cm",2017,0.0027,1291.68,3.49
146,"Magnesium","ad","p.Root0.30cm",2017,0.0011,1291.68,1.42
146,"Calcium","ad","p.Root0.30cm",2017,0.0038,1291.68,4.91
149,"Nitrogen","ad","p.Abv",2017,0.0107,322.86,3.45
149,"Phosphorus","ad","p.Abv",2017,0.0016,322.86,0.52
149,"Potassium","ad","p.Abv",2017,0.0109,322.86,3.52
149,"Magnesium","ad","p.Abv",2017,0.0024,322.86,0.77
149,"Calcium","ad","p.Abv",2017,0.0111,322.86,3.58
149,"Nitrogen","ad","p.Root0.30cm",2017,0.0057,1309.87,7.47
149,"Phosphorus","ad","p.Root0.30cm",2017,0.001,1309.87,1.31
149,"Potassium","ad","p.Root0.30cm",2017,0.0037,1309.87,4.85
149,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1309.87,1.96
149,"Calcium","ad","p.Root0.30cm",2017,0.0112,1309.87,14.67
156,"Nitrogen","ad","p.Abv",2017,0.0099,238.81,2.36
156,"Phosphorus","ad","p.Abv",2017,0.0016,238.81,0.38
156,"Potassium","ad","p.Abv",2017,0.0103,238.81,2.46
156,"Magnesium","ad","p.Abv",2017,0.0025,238.81,0.6
156,"Calcium","ad","p.Abv",2017,0.0087,238.81,2.08
156,"Nitrogen","ad","p.Root0.30cm",2017,0.0076,1272.31,9.67
156,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1272.31,1.65
156,"Potassium","ad","p.Root0.30cm",2017,0.0033,1272.31,4.2
156,"Magnesium","ad","p.Root0.30cm",2017,0.0018,1272.31,2.29
156,"Calcium","ad","p.Root0.30cm",2017,0.0095,1272.31,12.09
157,"Nitrogen","ad","p.Abv",2017,0.0099,63.22,0.63
157,"Phosphorus","ad","p.Abv",2017,0.0018,63.22,0.11
157,"Potassium","ad","p.Abv",2017,0.008,63.22,0.51
157,"Magnesium","ad","p.Abv",2017,0.0016,63.22,0.1
157,"Calcium","ad","p.Abv",2017,0.0044,63.22,0.28
157,"Nitrogen","ad","p.Root0.30cm",2017,0.0082,281.5,2.31
157,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,281.5,0.39
157,"Potassium","ad","p.Root0.30cm",2017,0.0029,281.5,0.82
157,"Magnesium","ad","p.Root0.30cm",2017,0.0014,281.5,0.39
157,"Calcium","ad","p.Root0.30cm",2017,0.005,281.5,1.41
160,"Nitrogen","ad","p.Abv",2017,0.0098,297.06,2.91
160,"Phosphorus","ad","p.Abv",2017,0.0015,297.06,0.45
160,"Potassium","ad","p.Abv",2017,0.0088,297.06,2.61
160,"Magnesium","ad","p.Abv",2017,0.0016,297.06,0.48
160,"Calcium","ad","p.Abv",2017,0.0081,297.06,2.41
160,"Nitrogen","ad","p.Root0.30cm",2017,0.0105,1266.12,13.29
160,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1266.12,1.77
160,"Potassium","ad","p.Root0.30cm",2017,0.0035,1266.12,4.43
160,"Magnesium","ad","p.Root0.30cm",2017,0.0017,1266.12,2.15
160,"Calcium","ad","p.Root0.30cm",2017,0.0081,1266.12,10.26
163,"Nitrogen","ad","p.Abv",2017,0.0077,86.18,0.66
163,"Phosphorus","ad","p.Abv",2017,0.0015,86.18,0.13
163,"Potassium","ad","p.Abv",2017,0.0071,86.18,0.61
163,"Magnesium","ad","p.Abv",2017,0.0018,86.18,0.16
163,"Calcium","ad","p.Abv",2017,0.0056,86.18,0.48
163,"Nitrogen","ad","p.Root0.30cm",2017,0.0059,537.29,3.17
163,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,537.29,0.64
163,"Potassium","ad","p.Root0.30cm",2017,0.0029,537.29,1.56
163,"Magnesium","ad","p.Root0.30cm",2017,0.0013,537.29,0.7
163,"Calcium","ad","p.Root0.30cm",2017,0.0055,537.29,2.96
164,"Nitrogen","ad","p.Abv",2017,0.013,248.01,3.22
164,"Phosphorus","ad","p.Abv",2017,0.0021,248.01,0.52
164,"Potassium","ad","p.Abv",2017,0.0108,248.01,2.68
164,"Magnesium","ad","p.Abv",2017,0.0024,248.01,0.6
164,"Calcium","ad","p.Abv",2017,0.0107,248.01,2.65
164,"Nitrogen","ad","p.Root0.30cm",2017,0.0089,1000.84,8.91
164,"Phosphorus","ad","p.Root0.30cm",2017,0.0018,1000.84,1.8
164,"Potassium","ad","p.Root0.30cm",2017,0.0036,1000.84,3.6
164,"Magnesium","ad","p.Root0.30cm",2017,0.0019,1000.84,1.9
164,"Calcium","ad","p.Root0.30cm",2017,0.0104,1000.84,10.41
165,"Nitrogen","ad","p.Abv",2017,0.0074,121.41,0.9
165,"Phosphorus","ad","p.Abv",2017,0.0017,121.41,0.21
165,"Potassium","ad","p.Abv",2017,0.0086,121.41,1.04
165,"Magnesium","ad","p.Abv",2017,0.0016,121.41,0.19
165,"Calcium","ad","p.Abv",2017,0.0072,121.41,0.87
165,"Nitrogen","ad","p.Root0.30cm",2017,0.006,801.02,4.81
165,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,801.02,1.04
165,"Potassium","ad","p.Root0.30cm",2017,0.0029,801.02,2.32
165,"Magnesium","ad","p.Root0.30cm",2017,0.0013,801.02,1.04
165,"Calcium","ad","p.Root0.30cm",2017,0.0054,801.02,4.33
167,"Nitrogen","ad","p.Abv",2017,0.008,142.21,1.14
167,"Phosphorus","ad","p.Abv",2017,0.001,142.21,0.14
167,"Potassium","ad","p.Abv",2017,0.0133,142.21,1.89
167,"Magnesium","ad","p.Abv",2017,0.0051,142.21,0.73
167,"Calcium","ad","p.Abv",2017,0.0132,142.21,1.88
167,"Nitrogen","ad","p.Root0.30cm",2017,0.0045,722.82,3.25
167,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,722.82,0.94
167,"Potassium","ad","p.Root0.30cm",2017,0.0061,722.82,4.41
167,"Magnesium","ad","p.Root0.30cm",2017,0.0019,722.82,1.37
167,"Calcium","ad","p.Root0.30cm",2017,0.0081,722.82,5.85
168,"Nitrogen","ad","p.Abv",2017,0.0074,142.68,1.06
168,"Phosphorus","ad","p.Abv",2017,0.0022,142.68,0.31
168,"Potassium","ad","p.Abv",2017,0.0078,142.68,1.11
168,"Magnesium","ad","p.Abv",2017,0.0026,142.68,0.37
168,"Calcium","ad","p.Abv",2017,0.0074,142.68,1.06
168,"Nitrogen","ad","p.Root0.30cm",2017,0.0044,976.22,4.3
168,"Phosphorus","ad","p.Root0.30cm",2017,0.001,976.22,0.98
168,"Potassium","ad","p.Root0.30cm",2017,0.0023,976.22,2.25
168,"Magnesium","ad","p.Root0.30cm",2017,0.0012,976.22,1.17
168,"Calcium","ad","p.Root0.30cm",2017,0.0047,976.22,4.59
169,"Nitrogen","ad","p.Abv",2017,0.0099,279.41,2.77
169,"Phosphorus","ad","p.Abv",2017,0.0022,279.41,0.61
169,"Potassium","ad","p.Abv",2017,0.0098,279.41,2.74
169,"Magnesium","ad","p.Abv",2017,0.0023,279.41,0.64
169,"Calcium","ad","p.Abv",2017,0.0089,279.41,2.49
169,"Nitrogen","ad","p.Root0.30cm",2017,0.0057,1427.59,8.14
169,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,1427.59,1.71
169,"Potassium","ad","p.Root0.30cm",2017,0.0034,1427.59,4.85
169,"Magnesium","ad","p.Root0.30cm",2017,0.0014,1427.59,2
169,"Calcium","ad","p.Root0.30cm",2017,0.0066,1427.59,9.42
170,"Nitrogen","ad","p.Abv",2017,0.0141,241.85,3.41
170,"Phosphorus","ad","p.Abv",2017,0.0024,241.85,0.58
170,"Potassium","ad","p.Abv",2017,0.0097,241.85,2.35
